eia_id,hifld_name,hifld_state,customers
17543,SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,SC,202263
1763,"BLACK RIVER ELECTRIC COOP, INC - (SC)",SC,33977
1890,BLUE RIDGE ELECTRIC COOP INC - (SC),SC,70160
21002,YORK ELECTRIC COOP INC,SC,68006
2212,"BROAD RIVER ELECTRIC COOP, INC",SC,23856
2890,CITY OF CAMDEN,SC,11524
3844,"COASTAL ELECTRIC COOP, INC",SC,11967
5644,"EDISTO ELECTRIC COOP, INC",SC,20946
5929,"FAIRFIELD ELECTRIC COOP, INC",SC,32265
6709,EASLEY COMBINED UTILITY SYSTEM,SC,16375
7646,GREENWOOD CPW,SC,14589
7654,GREER COMMISSION OF PUBLIC WKS,SC,31574
8786,HORRY ELECTRIC COOP INC,SC,90475
10585,CITY OF LA GRANGE - (GA),GA,13717
10624,SOUTHERN RIVERS ENERGY,GA,20857
10800,CITY OF LAWRENCEVILLE - (GA),GA,13722
11646,CITY OF MARIETTA - (GA),GA,41916
12706,MITCHELL ELECTRIC MEMBER CORP,GA,25485
13547,"NEWNAN WTR, SEWER & LIGHT COMM",GA,10537
13716,NORTH GEORGIA ELEC MEMBER CORP,GA,103991
13934,OCMULGEE ELECTRIC MEMBER CORP,GA,12798
13962,OCONEE ELECTRIC MEMBER CORP,GA,13129
14649,PLANTERS ELECTRIC MEMBER CORP,GA,17892
15700,RAYLE ELECTRIC MEMBERSHIP CORP,GA,19365
16674,SATILLA RURAL ELEC MEMBER CORPORATION,GA,58318
16865,SAWNEE ELECTRIC MEMBERSHIP CORPORATION,GA,194225
17832,SNAPPING SHOALS EL MEMBER CORP,GA,105950
18305,SUMTER ELECTRIC MEMBER CORP,GA,21046
18499,THREE NOTCH ELEC MEMBER CORP,GA,15418
18848,CITY OF THOMASVILLE - (GA),GA,16119
1891,BLUE RIDGE MOUNTAIN EMC - (GA),GA,56945
18956,TRI-COUNTY ELEC MEMBER CORP (GA),GA,22848
19154,TRI-STATE ELECTRIC MEMBER CORP,GA,20827
19219,DIVERSE POWER INCORPORATED,GA,36690
20065,WALTON ELECTRIC MEMBER CORP,GA,137352
20146,WASHINGTON ELEC MEMBER CORP,GA,16090
230,ALBANY UTILITY BOARD,GA,33196
26218,LITTLE OCMULGEE EL MEMBER CORP,GA,11812
2903,CANOOCHEE ELECTRIC MEMBER CORP,GA,23889
3081,CARROLL ELECTRIC MEMBER CORP - (GA),GA,54547
31833,OKEFENOKE RURAL EL MEMBER CORP,GA,39828
3248,CENTRAL GEORGIA EL MEMBER CORP,GA,64134
3843,COASTAL ELECTRIC MEMBER CORP,GA,22559
3916,COBB ELECTRIC MEMBERSHIP CORP,GA,219358
40212,COLQUITT ELECTRIC MEMBERSHIP CORP,GA,71559
407,ALTAMAHA ELECTRIC MEMBER CORP,GA,21411
4432,COWETA-FAYETTE EL MEMBER CORP,GA,86794
4433,CITY OF COVINGTON - (GA),GA,13250
4538,CRISP COUNTY POWER COMM,GA,12099
4744,DALTON UTILITIES,GA,17155
5582,CITY OF EAST POINT - (GA),GA,17644
562,AMICALOLA ELECTRIC MEMBER CORP,GA,53657
5905,EXCELSIOR ELECTRIC MEMBER CORP,GA,24766
6411,FLINT ELECTRIC MEMBERSHIP CORP,GA,92481
7090,GREYSTONE POWER CORPORATION,GA,144196
7140,GEORGIA POWER CO,GA,2712780
7450,GRADY ELECTRIC MEMBERSHIP CORP,GA,20246
7679,CITY OF GRIFFIN - (GA),GA,16175
7887,HABERSHAM ELECTRIC MEMBERSHIP CORP,GA,36474
8210,HART ELECTRIC MEMBER CORP,GA,38425
9431,IRWIN ELECTRIC MEMBERSHIP CORP,GA,12765
9601,JACKSON ELECTRIC MEMBER CORP - (GA),GA,249506
9689,JEFFERSON ELECTRIC MEMBER CORP,GA,36420
1149,BALDWIN COUNTY EL MEMBER CORP,AL,85803
11714,MARSHALL-DE KALB ELECTRIC COOP,AL,20770
13669,NORTH ALABAMA ELECTRIC COOP,AL,19159
14146,CITY OF OPELIKA - (AL),AL,14730
14602,PEA RIVER ELECTRIC COOP,AL,19540
1640,CITY OF BESSEMER UTILITIES,AL,11347
16629,SAND MOUNTAIN ELECTRIC COOP,AL,32733
17033,SHEFFIELD UTILITIES,AL,19328
17534,"SOUTH ALABAMA ELEC COOP, INC",AL,17288
17646,"SOUTHERN PINE ELEC COOP, INC",AL,22291
1780,BLACK WARRIOR ELEC MEMBER CORP,AL,26759
18203,TALLAPOOSA RIVER ELEC COOP INC,AL,29412
195,ALABAMA POWER CO,AL,1526836
20841,"WIREGRASS ELECTRIC COOP, INC",AL,26292
241,ALBERTVILLE MUNICIPAL UTILITIES BOARD,AL,10501
30517,"PIONEER ELECTRIC COOP, INC - (AL)",AL,12911
3222,CENTRAL ALABAMA ELECTRIC COOP,AL,46293
3426,CHEROKEE ELECTRIC COOP,AL,25576
40127,CLARKE-WASHINGTON E M C,AL,20545
4327,COOSA VALLEY ELECTRIC COOP INC,AL,17835
4430,"COVINGTON ELECTRIC COOP, INC",AL,24214
4618,"CULLMAN ELECTRIC COOP, INC",AL,46870
4958,DECATUR UTILITIES,AL,26786
5204,DIXIE ELECTRIC COOP,AL,25826
5309,CITY OF DOTHAN - (AL),AL,31799
6422,CITY OF FLORENCE - (AL),AL,50481
6491,FOLEY BOARD OF UTILITIES,AL,54659
750,ARAB ELECTRIC COOP INC,AL,16344
9094,CITY OF HUNTSVILLE - (AL),AL,193502
944,CITY OF ATHENS - (AL),AL,53633
9739,JOE WHEELER ELEC MEMBER CORP,AL,45098
10226,"UTILITY BOARD OF THE CITY OF KEY WEST, F",FL,31542
10376,KISSIMMEE UTILITY AUTHORITY,FL,85744
10620,CITY OF LAKE WORTH BEACH - (FL),FL,27649
10623,CITY OF LAKELAND - (FL),FL,133118
10857,"LEE COUNTY ELECTRIC COOP, INC",FL,237333
10868,CITY OF LEESBURG - (FL),FL,28605
1300,CITY OF BARTOW - (FL),FL,12713
13485,NEW SMYRNA BEACH CITY OF,FL,30711
13955,CITY OF OCALA,FL,55997
14606,"PEACE RIVER ELECTRIC COOP, INC",FL,57090
14610,ORLANDO UTILITIES COMM,FL,269172
18304,"SUMTER ELECTRIC COOP, INC",FL,230909
18360,SUWANNEE VALLEY ELEC COOP INC,FL,28636
18445,CITY OF TALLAHASSEE - (FL),FL,122045
18449,"TALQUIN ELECTRIC COOP, INC",FL,56253
18454,TAMPA ELECTRIC CO,FL,819767
19161,"TRI-COUNTY ELECTRIC COOP, INC (FL)",FL,19918
20371,"WEST FLORIDA EL COOP ASSN, INC",FL,29191
20885,WITHLACOOCHEE RIVER ELEC COOP,FL,238270
3245,"CENTRAL FLORIDA ELEC COOP, INC",FL,35781
3502,"CHOCTAWHATCHE ELEC COOP, INC",FL,60413
3757,"CLAY ELECTRIC COOPERATIVE, INC",FL,187066
58124,CITY OF WINTER PARK - (FL),FL,14864
5964,"ESCAMBIA RIVER ELEC COOP, INC",FL,12385
6443,"FLORIDA KEYS EL COOP ASSN, INC",FL,33935
6452,FLORIDA POWER & LIGHT CO,FL,5739183
6455,"DUKE ENERGY FLORIDA, LLC",FL,1943962
6457,FLORIDA PUBLIC UTILITIES CO,FL,29970
6616,FORT PIERCE UTILITIES AUTHORITY,FL,29066
6909,GAINESVILLE REGIONAL UTILITIES,FL,101050
7264,"GLADES ELECTRIC COOP, INC",FL,17664
7785,"GULF COAST ELECTRIC COOP, INC",FL,21778
8795,CITY OF HOMESTEAD - (FL),FL,31576
9616,BEACHES ENERGY SERVICES,FL,36111
9617,JEA,FL,506581
10421,KNOXVILLE UTILITIES BOARD,TN,212691
10579,CITY OF LAFOLLETTE,TN,22905
10799,CITY OF LAWRENCEBURG,TN,21346
10906,CITY OF LENOIR - (TN),TN,72885
10968,CITY OF LEXINGTON - (TN),TN,23077
11222,LOUDON UTILITIES BOARD,TN,13855
11789,MARYVILLE UTILITIES,TN,22796
12293,CITY OF MEMPHIS - (TN),TN,420132
12330,MERIWETHER LEWIS ELECTRIC COOP,TN,35682
12470,MIDDLE TENNESSEE E M C,TN,329992
12988,CITY OF MORRISTOWN - (TN),TN,15876
13027,"MOUNTAIN ELECTRIC COOP, INC",TN,35854
13216,NASHVILLE ELECTRIC SERVICE,TN,436995
13550,CITY OF NEWPORT,TN,22991
13933,CITY OF OAK RIDGE,TN,17217
14455,CITY OF PARIS - (TN),TN,22250
15016,PICKWICK ELECTRIC COOP,TN,21132
15141,PLATEAU ELECTRIC COOPERATIVE,TN,17556
15293,POWELL VALLEY ELECTRIC COOP,TN,33995
15507,CITY OF PULASKI - (TN),TN,15088
1578,BENTON COUNTY,TN,10437
16223,CITY OF ROCKWOOD - (TN),TN,15162
16930,SEQUACHEE VALLEY ELECTRIC COOP,TN,37974
16949,SEVIER COUNTY ELECTRIC SYSTEM,TN,60682
17047,CITY OF SHELBYVILLE - (TN),TN,11079
17694,SOUTHWEST TENNESSEE E M C,TN,51602
18643,TENNESSEE VALLEY ELECTRIC COOP,TN,20462
19162,TRI-COUNTY ELEC MEMBER CORP (TN),TN,55408
19266,TULLAHOMA BOARD-PUBLIC UTILS,TN,11110
1936,BOLIVAR ENERGY AUTHORITY,TN,11311
19574,UPPER CUMBERLAND E M C,TN,52541
19898,VOLUNTEER ELECTRIC COOP,TN,124178
20228,WEAKLEY COUNTY MUN ELEC SYS,TN,20640
2247,CITY OF BRISTOL - (TN),TN,34124
2960,"CANEY FORK ELECTRIC COOP, INC",TN,34545
3075,CARROLL COUNTY - (TN),TN,15947
3408,CITY OF CHATTANOOGA - (TN),TN,194121
3704,CITY OF CLARKSVILLE - (TN),TN,80251
3758,CITY OF CLEVELAND - (TN),TN,33109
3812,CITY OF CLINTON - (TN),TN,30717
3855,COLUMBIA POWER SYSTEM,TN,34019
40166,"CHICKASAW ELECTRIC COOP, INC",TN,22205
40236,"FORKED DEER ELECTRIC COOP, INC",TN,10078
4294,CITY OF COOKEVILLE - (TN),TN,19161
4624,CUMBERLAND ELEC MEMBER CORP,TN,107375
4920,CITY OF DAYTON - (TN),TN,11111
5148,CITY OF DICKSON,TN,37492
5399,DUCK RIVER ELEC MEMBER CORP,TN,81883
5509,CITY OF DYERSBURG,TN,12032
5763,CITY OF ELIZABETHTON - (TN),TN,26773
577,CITY OF ALCOA UTILITIES,TN,31159
6234,CITY OF FAYETTEVILLE,TN,19108
6608,FORT LOUDOUN ELECTRIC COOP,TN,34897
6923,CITY OF GALLATIN - (TN),TN,24519
7174,GIBSON ELECTRIC MEMBERS CORP,TN,38831
727,APPALACHIAN ELECTRIC COOP,TN,49676
7625,CITY OF GREENEVILLE - (TN),TN,39860
8147,CITY OF HARRIMAN - (TN),TN,11138
8764,"HOLSTON ELECTRIC COOP, INC",TN,31723
947,ATHENS UTILITY BOARD,TN,13770
9612,CITY OF JACKSON - (TN),TN,37225
9777,JOHNSON CITY - (TN),TN,82044
13831,CITY OF NORWICH - (CT),CT,20747
19497,UNITED ILLUMINATING CO,CT,343461
20038,TOWN OF WALLINGFORD - (CT),CT,25219
4176,CONNECTICUT LIGHT & POWER CO,CT,1276313
7716,GROTON DEPT OF UTILITIES - (CT),CT,13858
11586,TOWN OF MANSFIELD - (MA),MA,10545
11624,TOWN OF MARBLEHEAD - (MA),MA,10141
12473,TOWN OF MIDDLEBOROUGH - (MA),MA,17783
13679,TOWN OF NORTH ATTLEBOROUGH - (MA),MA,13804
13839,CITY OF NORWOOD - (MA),MA,15745
14605,CITY OF PEABODY - (MA),MA,26647
1523,TOWN OF BELMONT - (MA),MA,11818
15748,TOWN OF READING - (MA),MA,30818
17127,TOWN OF SHREWSBURY - (MA),MA,16335
18488,CITY OF TAUNTON,MA,39168
19979,TOWN OF WAKEFIELD - (MA),MA,13286
20310,TOWN OF WELLESLEY - (MA),MA,10538
20481,CITY OF WESTFIELD - (MA),MA,18283
2144,TOWN OF BRAINTREE - (MA),MA,16738
3477,CITY OF CHICOPEE - (MA),MA,26014
5480,TOWN OF DANVERS,MA,13382
54913,NSTAR ELECTRIC COMPANY,MA,1514056
8774,CITY OF HOLYOKE - (MA),MA,17888
8796,CITY OF HINGHAM - (MA),MA,10144
8973,TOWN OF HUDSON - (MA),MA,13359
13214,THE NARRAGANSETT ELECTRIC CO,RI,503017
13441,NEW HAMPSHIRE ELEC COOP INC,NH,83564
15472,PUBLIC SERVICE CO OF NH,NH,533904
24590,UNITIL ENERGY SYSTEMS,NH,80797
26510,LIBERTY UTILITIES (GRANITE STATE ELECTRI,NH,45978
6374,FITCHBURG GAS & ELEC LIGHT CO,NH,30580
19791,"VERMONT ELECTRIC COOPERATIVE, INC",VT,40588
20151,WASHINGTON ELECTRIC COOP - (VT),VT,11921
2548,CITY OF BURLINGTON ELECTRIC - (VT),VT,21447
7601,GREEN MOUNTAIN POWER CORP,VT,271700
1179,VERSANT POWER,ME,163798
3266,CENTRAL MAINE POWER CO,ME,640354
5609,EASTERN MAINE ELECTRIC COOP,ME,13006
